Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Death rate per 100 000 population
EU,Europe,IRL,Ireland,2002,All,Age85_over,[85+],1,0.01325732,2.39658726
EU,Europe,IRL,Ireland,2002,Male,Age60_64,[60-64],16,1.57016683,20.62945629
EU,Europe,IRL,Ireland,2002,Male,Age85_over,[85+],1,0.03793627,8.00897005
EU,Europe,IRL,Ireland,2003,Female,Age80_84,[80-84],0,0,0
EU,Europe,ISL,Iceland,2010,All,Age85_over,[85+],1,0.13192612,20.70393375
EU,Europe,ISL,Iceland,2007,Female,Age60_64,[60-64],0,0,0
EU,Europe,ISL,Iceland,2007,Female,Age65_69,[65-69],0,0,0
EU,Europe,ISL,Iceland,2007,Female,Age70_74,[70-74],0,0,0
EU,Europe,ISL,Iceland,2007,Female,Age75_79,[75-79],1,0.68027211,23.43017807
EU,Europe,IRL,Ireland,2000,Male,Age85_over,[85+],1,0.03799392,8.48752334
EU,Europe,IRL,Ireland,2002,All,Age60_64,[60-64],21,1.32743363,13.61408604
EU,Europe,IRL,Ireland,2002,All,Age65_69,[65-69],12,0.51568543,8.99051501
EU,Europe,IRL,Ireland,2002,Male,Age65_69,[65-69],12,0.81355932,18.37953745
EU,Europe,IRL,Ireland,2002,Male,Age70_74,[70-74],11,0.54644809,21.26877937
EU,Europe,IRL,Ireland,2002,Male,Age75_79,[75-79],4,0.15710919,10.70176847
EU,Europe,IRL,Ireland,2002,Male,Age80_84,[80-84],2,0.07968127,8.97545214
EU,Europe,IRL,Ireland,2000,All,Age75_79,[75-79],8,0.15515904,8.9998875
EU,Europe,IRL,Ireland,2000,All,Age80_84,[80-84],3,0.05476451,5.37287771
EU,Europe,IRL,Ireland,2000,All,Age65_69,[65-69],9,0.35573123,6.96109521
EU,Europe,IRL,Ireland,2003,Female,Age60_64,[60-64],7,1.09546166,8.77588887
EU,Europe,IRL,Ireland,2003,Female,Age65_69,[65-69],4,0.47337278,5.7833555
EU,Europe,IRL,Ireland,2003,Female,Age70_74,[70-74],2,0.15885624,3.30529343
EU,Europe,IRL,Ireland,2000,All,Age70_74,[70-74],10,0.25595086,8.98327315
EU,Europe,IRL,Ireland,2003,Female,Age75_79,[75-79],4,0.18630647,7.65520937
EU,Europe,IRL,Ireland,2005,All,Age65_69,[65-69],17,0.7816092,12.02203568
EU,Europe,IRL,Ireland,2005,All,Age70_74,[70-74],8,0.26359143,6.84146613
EU,Europe,IRL,Ireland,2005,All,Age75_79,[75-79],4,0.09823183,4.3921293
AS,Asia,IRQ,Iraq,2008,Male,Age85_over,[85+],0,0,0
EU,Europe,ISL,Iceland,2011,Male,Age70_74,[70-74],1,1.04166667,23.86634845
EU,Europe,ISL,Iceland,2011,Male,Age85_over,[85+],0,0,0
AS,Asia,IRN,Iran (Islamic Republic of),2013,All,Age85_over,[85+],10,0.02168774,4.24801618
EU,Europe,IRL,Ireland,2000,Male,Age60_64,[60-64],22,2.02578269,29.42081121
EU,Europe,IRL,Ireland,2001,All,Age60_64,[60-64],26,1.55223881,17.13378189
EU,Europe,IRL,Ireland,2001,Male,Age80_84,[80-84],4,0.1618123,18.43657817
EU,Europe,IRL,Ireland,2001,Male,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2001,All,Age65_69,[65-69],17,0.67675159,12.99743874
EU,Europe,IRL,Ireland,2001,All,Age70_74,[70-74],6,0.17446932,5.36437518
EU,Europe,IRL,Ireland,2001,All,Age75_79,[75-79],6,0.12138378,6.72879588
EU,Europe,IRL,Ireland,2001,Male,Age75_79,[75-79],5,0.19164431,13.49017915
EU,Europe,IRL,Ireland,2002,Female,Age65_69,[65-69],0,0,0
EU,Europe,IRL,Ireland,2006,All,Age70_74,[70-74],8,0.2725724,6.71411307
EU,Europe,IRL,Ireland,2006,Male,Age70_74,[70-74],5,0.26896181,8.84329678
EU,Europe,IRL,Ireland,2006,Male,Age75_79,[75-79],8,0.34692108,19.93968246
EU,Europe,IRL,Ireland,2006,Male,Age80_84,[80-84],1,0.04147657,4.0495667
EU,Europe,IRL,Ireland,2006,Male,Age85_over,[85+],2,0.07020007,13.47254968
EU,Europe,IRL,Ireland,2002,Female,Age70_74,[70-74],4,0.28551035,6.62142029
EU,Europe,IRL,Ireland,2002,Female,Age75_79,[75-79],2,0.09367681,3.814028
EU,Europe,IRL,Ireland,2002,Female,Age80_84,[80-84],1,0.03628447,2.73418275
EU,Europe,IRL,Ireland,2002,Female,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2004,All,Age70_74,[70-74],9,0.27958993,7.80653667
AS,Asia,IRN,Iran (Islamic Republic of),2013,All,Age70_74,[70-74],19,0.08586406,1.68497077
EU,Europe,ISL,Iceland,2011,Male,Age60_64,[60-64],1,1.63934426,12.28425772
EU,Europe,IRL,Ireland,2000,Male,Age65_69,[65-69],7,0.44191919,11.06561912
EU,Europe,IRL,Ireland,2000,Male,Age75_79,[75-79],5,0.17831669,13.5497683
EU,Europe,IRL,Ireland,2002,Female,Age60_64,[60-64],5,0.88809947,6.51949982
EU,Europe,IRL,Ireland,2004,All,Age60_64,[60-64],24,1.49346609,14.44773532
EU,Europe,IRL,Ireland,2004,Female,Age75_79,[75-79],1,0.05162623,1.91559872
EU,Europe,IRL,Ireland,2004,Female,Age85_over,[85+],1,0.02052967,3.21884958
EU,Europe,IRL,Ireland,2005,All,Age60_64,[60-64],25,1.54130703,14.5024219
EU,Europe,IRL,Ireland,2005,All,Age85_over,[85+],1,0.01316309,2.09038839
EU,Europe,IRL,Ireland,2006,All,Age75_79,[75-79],9,0.2166065,9.73330738
EU,Europe,IRL,Ireland,2006,All,Age85_over,[85+],2,0.02484472,4.16579879
EU,Europe,IRL,Ireland,2006,Male,Age60_64,[60-64],18,1.82741117,19.65902513
EU,Europe,IRL,Ireland,2006,Female,Age65_69,[65-69],2,0.25673941,2.75858264
EU,Europe,IRL,Ireland,2001,All,Age80_84,[80-84],5,0.09441088,8.67769312
EU,Europe,IRL,Ireland,2001,Male,Age65_69,[65-69],17,1.05721393,26.55959504
EU,Europe,IRL,Ireland,2001,Female,Age60_64,[60-64],4,0.69808028,5.27600079
EU,Europe,IRL,Ireland,2001,Female,Age70_74,[70-74],1,0.07315289,1.64573836
EU,Europe,IRL,Ireland,2002,All,Age70_74,[70-74],15,0.43936731,13.37744919
EU,Europe,IRL,Ireland,2003,Female,Age85_over,[85+],1,0.02072109,3.35277945
EU,Europe,IRL,Ireland,2002,All,Age80_84,[80-84],3,0.05696924,5.09709975
EU,Europe,IRL,Ireland,2004,Male,Age70_74,[70-74],8,0.41025641,14.71805722
EU,Europe,IRL,Ireland,2004,Male,Age80_84,[80-84],1,0.03941663,4.22368643
EU,Europe,IRL,Ireland,2000,All,Age60_64,[60-64],24,1.40186916,16.03313515
EU,Europe,IRL,Ireland,2000,All,Age85_over,[85+],1,0.01318565,2.5411669
EU,Europe,IRL,Ireland,2001,All,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2001,Female,Age65_69,[65-69],0,0,0
EU,Europe,IRL,Ireland,2004,All,Age65_69,[65-69],14,0.64695009,10.15221064
EU,Europe,IRL,Ireland,2004,Male,Age85_over,[85+],1,0.03812429,7.29075532
EU,Europe,IRL,Ireland,2004,Female,Age70_74,[70-74],1,0.07880221,1.64114683
EU,Europe,IRL,Ireland,2005,Female,Age60_64,[60-64],5,0.81433225,5.83001994
EU,Europe,IRL,Ireland,2005,Female,Age70_74,[70-74],1,0.08319468,1.62691569
EU,Europe,IRL,Ireland,2006,All,Age80_84,[80-84],2,0.03957262,3.08242402
EU,Europe,IRL,Ireland,2006,Male,Age65_69,[65-69],13,1.02929533,18.33697722
EU,Europe,IRL,Ireland,2004,Female,Age80_84,[80-84],0,0,0
EU,Europe,IRL,Ireland,2005,Male,Age65_69,[65-69],12,0.90157776,17.3320238
EU,Europe,IRL,Ireland,2000,Female,Age65_69,[65-69],2,0.21141649,3.02888037
EU,Europe,IRL,Ireland,2000,Female,Age75_79,[75-79],3,0.12755102,5.77045144
EU,Europe,IRL,Ireland,2006,Female,Age60_64,[60-64],6,0.97244733,6.65439301
EU,Europe,IRL,Ireland,2007,Female,Age60_64,[60-64],5,0.78247261,5.28759214
EU,Europe,IRL,Ireland,2003,All,Age65_69,[65-69],12,0.5312085,8.87239281
EU,Europe,IRL,Ireland,2008,All,Age60_64,[60-64],32,1.86480186,16.06603139
EU,Europe,IRL,Ireland,2003,All,Age75_79,[75-79],8,0.17376195,8.92807321
EU,Europe,IRL,Ireland,2003,Male,Age75_79,[75-79],4,0.16280016,10.70864455
EU,Europe,IRL,Ireland,2008,All,Age70_74,[70-74],13,0.46082949,10.75909557
EU,Europe,IRL,Ireland,2003,Male,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2005,All,Age80_84,[80-84],1,0.01935734,1.57591994
EU,Europe,IRL,Ireland,2001,Female,Age75_79,[75-79],1,0.0428449,1.91920161
EU,Europe,IRL,Ireland,2001,Female,Age80_84,[80-84],1,0.03541076,2.78373187
EU,Europe,IRL,Ireland,2001,Female,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2004,Male,Age60_64,[60-64],18,1.76470588,21.53779884
EU,Europe,IRL,Ireland,2004,Male,Age65_69,[65-69],10,0.73800738,14.8352545
EU,Europe,IRL,Ireland,2000,Female,Age60_64,[60-64],2,0.31948882,2.66976359
EU,Europe,IRL,Ireland,2007,All,Age80_84,[80-84],4,0.08041817,6.1129365
EU,Europe,IRL,Ireland,2007,Female,Age70_74,[70-74],0,0,0
EU,Europe,IRL,Ireland,2007,Female,Age75_79,[75-79],2,0.10982976,3.88025532
EU,Europe,IRL,Ireland,2007,Female,Age80_84,[80-84],1,0.03865481,2.47353319
EU,Europe,IRL,Ireland,2007,Female,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2008,All,Age75_79,[75-79],7,0.18167662,7.47471943
EU,Europe,IRL,Ireland,2005,Male,Age80_84,[80-84],1,0.04091653,4.17920428
EU,Europe,IRL,Ireland,2008,All,Age80_84,[80-84],2,0.04091653,3.06884964
EU,Europe,IRL,Ireland,2005,Male,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2006,Female,Age70_74,[70-74],3,0.27881041,4.79141379
EU,Europe,IRL,Ireland,2006,Female,Age75_79,[75-79],1,0.05408329,1.91040214
EU,Europe,IRL,Ireland,2008,All,Age85_over,[85+],1,0.01223691,1.8791341
EU,Europe,IRL,Ireland,2003,All,Age80_84,[80-84],6,0.11346445,9.7557803
EU,Europe,IRL,Ireland,2003,All,Age85_over,[85+],1,0.01344628,2.337377
EU,Europe,IRL,Ireland,2006,Female,Age80_84,[80-84],1,0.03783579,2.48818114
EU,Europe,IRL,Ireland,2006,Female,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2004,All,Age75_79,[75-79],6,0.14054814,6.65513111
EU,Europe,IRL,Ireland,2004,All,Age80_84,[80-84],1,0.01924928,1.59436233
EU,Europe,IRL,Ireland,2004,All,Age85_over,[85+],2,0.02668802,4.46598039
EU,Europe,IRL,Ireland,2004,Female,Age60_64,[60-64],6,1.02214651,7.26902668
EU,Europe,IRL,Ireland,2004,Female,Age65_69,[65-69],4,0.49443758,5.67424178
EU,Europe,IRL,Ireland,2006,All,Age60_64,[60-64],24,1.49812734,13.20662312
EU,Europe,IRL,Ireland,2006,All,Age65_69,[65-69],15,0.73457395,10.46054283
EU,Europe,IRL,Ireland,2008,Male,Age60_64,[60-64],22,2.03515264,21.90929552
EU,Europe,IRL,Ireland,2010,Female,Age75_79,[75-79],2,0.12828736,4.11641214
EU,Europe,IRL,Ireland,2010,Female,Age80_84,[80-84],1,0.04355401,2.73463137
EU,Europe,IRL,Ireland,2008,Male,Age65_69,[65-69],11,0.8,14.94890194
EU,Europe,IRL,Ireland,2003,Male,Age60_64,[60-64],17,1.63776493,21.09285821
EU,Europe,IRL,Ireland,2003,Male,Age65_69,[65-69],8,0.56577086,12.10525519
EU,Europe,IRL,Ireland,2003,Male,Age70_74,[70-74],7,0.37076271,13.1715119
EU,Europe,IRL,Ireland,2005,Female,Age80_84,[80-84],0,0,0
EU,Europe,IRL,Ireland,2005,Female,Age85_over,[85+],1,0.02039984,3.03886711
EU,Europe,IRL,Ireland,2010,Female,Age60_64,[60-64],10,1.58982512,8.96772516
EU,Europe,IRL,Ireland,2010,Female,Age65_69,[65-69],3,0.36319613,3.59479474
EU,Europe,IRL,Ireland,2010,Female,Age70_74,[70-74],2,0.18726592,3.0155906
EU,Europe,IRL,Ireland,2000,Female,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2011,All,Age65_69,[65-69],15,0.68744271,8.7173318
EU,Europe,IRL,Ireland,2011,All,Age70_74,[70-74],8,0.29498525,6.14784019
EU,Europe,IRL,Ireland,2011,All,Age75_79,[75-79],6,0.15885624,5.91914449
EU,Europe,IRL,Ireland,2005,Male,Age60_64,[60-64],20,1.98412698,23.0888227
EU,Europe,IRL,Ireland,2003,All,Age60_64,[60-64],24,1.43112701,14.96632577
EU,Europe,IRL,Ireland,2005,Male,Age70_74,[70-74],7,0.38188762,12.61988895
EU,Europe,IRL,Ireland,2005,Female,Age65_69,[65-69],5,0.59241706,6.92799047
EU,Europe,IRL,Ireland,2005,Female,Age75_79,[75-79],3,0.16260163,5.74415532
EU,Europe,IRL,Ireland,2007,All,Age60_64,[60-64],20,1.18835413,10.49753046
EU,Europe,IRL,Ireland,2007,All,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2007,Female,Age65_69,[65-69],2,0.26990553,2.7718491
EU,Europe,IRL,Ireland,2000,Female,Age70_74,[70-74],3,0.18575851,4.91400491
EU,Europe,IRL,Ireland,2003,All,Age70_74,[70-74],9,0.28598665,7.91877101
EU,Europe,IRL,Ireland,2003,Male,Age80_84,[80-84],6,0.2391391,25.80423189
EU,Europe,IRL,Ireland,2000,Female,Age80_84,[80-84],2,0.06908463,5.74316563
EU,Europe,IRL,Ireland,2008,All,Age65_69,[65-69],16,0.74871315,10.75088191
EU,Europe,IRL,Ireland,2009,Female,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2010,All,Age75_79,[75-79],9,0.25146689,9.88402741
EU,Europe,IRL,Ireland,2010,All,Age85_over,[85+],1,0.01209336,1.78932489
EU,Europe,IRL,Ireland,2010,Male,Age60_64,[60-64],17,1.72413793,15.32525602
EU,Europe,IRL,Ireland,2011,Female,Age60_64,[60-64],6,0.87463557,5.55843771
EU,Europe,IRL,Ireland,2011,Female,Age70_74,[70-74],0,0,0
EU,Europe,IRL,Ireland,2014,All,Age80_84,[80-84],4,0.08343763,6.04841758
EU,Europe,IRL,Ireland,2014,Male,Age65_69,[65-69],28,1.98722498,28.28339967
EU,Europe,IRL,Ireland,2014,Female,Age60_64,[60-64],3,0.46801872,2.50624473
EU,Europe,IRL,Ireland,2014,Female,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2007,All,Age65_69,[65-69],15,0.73782587,10.45288883
EU,Europe,IRL,Ireland,2007,All,Age70_74,[70-74],13,0.44202652,10.90265606
EU,Europe,IRL,Ireland,2007,All,Age75_79,[75-79],7,0.1742594,7.59911416
EU,Europe,IRL,Ireland,2008,Female,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2008,Female,Age80_84,[80-84],1,0.03968254,2.49140465
EU,Europe,IRL,Ireland,2014,Female,Age75_79,[75-79],2,0.12523482,3.57999499
EU,Europe,IRL,Ireland,2014,Female,Age80_84,[80-84],0,0,0
EU,Europe,IRL,Ireland,2014,Male,Age75_79,[75-79],3,0.14058107,6.13886104
EU,Europe,IRL,Ireland,2014,Male,Age80_84,[80-84],4,0.1635323,13.8002415
EU,Europe,IRL,Ireland,2014,Male,Age85_over,[85+],1,0.02776235,5.06175339
EU,Europe,IRL,Ireland,2014,Female,Age65_69,[65-69],4,0.41928721,3.93062448
EU,Europe,IRL,Ireland,2014,Female,Age70_74,[70-74],1,0.08598452,1.36554192
EU,Europe,IRL,Ireland,2014,All,Age60_64,[60-64],16,0.97859327,6.75162461
EU,Europe,IRL,Ireland,2014,All,Age65_69,[65-69],32,1.35421075,15.93927138
EU,Europe,IRL,Ireland,2014,All,Age70_74,[70-74],11,0.3812825,7.72124888
EU,Europe,IRL,Ireland,2014,All,Age75_79,[75-79],5,0.13401233,4.77418123
EU,Europe,IRL,Ireland,2007,Male,Age80_84,[80-84],3,0.12568077,11.99664094
EU,Europe,IRL,Ireland,2007,Male,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2012,Male,Age60_64,[60-64],32,2.94388224,29.08271305
EU,Europe,IRL,Ireland,2012,Male,Age65_69,[65-69],17,1.22655123,18.76317561
EU,Europe,IRL,Ireland,2009,All,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2013,Male,Age65_69,[65-69],24,1.68067227,25.38097907
EU,Europe,IRL,Ireland,2013,Male,Age70_74,[70-74],14,0.81919251,20.84170723
EU,Europe,IRL,Ireland,2005,Male,Age75_79,[75-79],1,0.04490346,2.57433389
EU,Europe,IRL,Ireland,2004,Male,Age75_79,[75-79],5,0.21440823,13.17418913
EU,Europe,IRL,Ireland,2008,Female,Age75_79,[75-79],3,0.17554125,5.78636732
EU,Europe,IRL,Ireland,2010,Female,Age85_over,[85+],1,0.01884304,2.58913083
EU,Europe,IRL,Ireland,2008,Female,Age65_69,[65-69],5,0.65616798,6.64531306
EU,Europe,IRL,Ireland,2013,All,Age80_84,[80-84],2,0.04126264,2.75410017
EU,Europe,IRL,Ireland,2014,All,Age85_over,[85+],1,0.01028172,1.66713902
EU,Europe,IRL,Ireland,2014,Male,Age60_64,[60-64],13,1.30784708,11.0845839
EU,Europe,IRL,Ireland,2014,Male,Age70_74,[70-74],10,0.58072009,14.44356178
EU,Europe,IRL,Ireland,2009,All,Age65_69,[65-69],26,1.21042831,16.74416208
EU,Europe,IRL,Ireland,2009,All,Age75_79,[75-79],4,0.10248527,4.20035703
EU,Europe,IRL,Ireland,2009,Female,Age70_74,[70-74],3,0.25974026,4.65477114
EU,Europe,IRL,Ireland,2009,Female,Age80_84,[80-84],1,0.04027386,2.50118806
EU,Europe,IRL,Ireland,2010,All,Age80_84,[80-84],3,0.06528836,4.92724107
EU,Europe,IRL,Ireland,2010,Male,Age65_69,[65-69],7,0.56360709,8.53200722
EU,Europe,IRL,Ireland,2011,All,Age60_64,[60-64],41,2.32294618,18.88495836
EU,Europe,IRL,Ireland,2011,All,Age85_over,[85+],1,0.01117568,1.71697401
EU,Europe,IRL,Ireland,2007,Male,Age65_69,[65-69],13,1.00619195,18.22080816
EU,Europe,IRL,Ireland,2007,Male,Age75_79,[75-79],5,0.2276867,12.32346635
EU,Europe,IRL,Ireland,2011,Male,Age60_64,[60-64],35,3.24374421,32.06302675
EU,Europe,IRL,Ireland,2011,Male,Age70_74,[70-74],8,0.48484848,12.71172975
EU,Europe,IRL,Ireland,2011,Female,Age65_69,[65-69],3,0.34965035,3.46981263
EU,Europe,IRL,Ireland,2012,All,Age65_69,[65-69],18,0.7996446,9.91615341
EU,Europe,IRL,Ireland,2013,Male,Age75_79,[75-79],4,0.19258546,8.19856935
EU,Europe,IRL,Ireland,2013,Male,Age80_84,[80-84],1,0.04048583,3.26455994
EU,Europe,IRL,Ireland,2012,Female,Age60_64,[60-64],5,0.76569678,4.54822483
AS,Asia,ISR,Israel,2000,All,Age60_64,[60-64],19,0.95190381,9.00614788
AS,Asia,ISR,Israel,2000,All,Age65_69,[65-69],16,0.54072322,8.88336146
EU,Europe,IRL,Ireland,2013,All,Age60_64,[60-64],26,1.55595452,11.62577524
AS,Asia,ISR,Israel,2000,Male,Age65_69,[65-69],8,0.47169811,9.86241925
AS,Asia,ISR,Israel,2000,Male,Age70_74,[70-74],11,0.46928328,15.66170713
AS,Asia,ISR,Israel,2000,Male,Age75_79,[75-79],17,0.57162071,30.27335055
AS,Asia,ISR,Israel,2000,Male,Age80_84,[80-84],8,0.32076985,27.52072655
AS,Asia,ISR,Israel,2002,Female,Age80_84,[80-84],5,0.15867978,10.37053937
AS,Asia,ISR,Israel,2002,Female,Age85_over,[85+],7,0.10908524,17.34111206
AS,Asia,ISR,Israel,2002,Male,Age85_over,[85+],10,0.2268088,40.50304785
AS,Asia,ISR,Israel,2002,Female,Age75_79,[75-79],2,0.06457862,2.3549914
AS,Asia,ISR,Israel,2001,All,Age65_69,[65-69],16,0.54869684,8.67629555
AS,Asia,ISR,Israel,2001,All,Age70_74,[70-74],17,0.40151157,10.29678982
AS,Asia,ISR,Israel,2001,All,Age75_79,[75-79],21,0.36020583,15.0344719
AS,Asia,ISR,Israel,2001,All,Age60_64,[60-64],19,1.00105374,8.96693796
AS,Asia,ISR,Israel,2001,Male,Age75_79,[75-79],15,0.51581843,26.4191486
AS,Asia,ISR,Israel,2001,Male,Age80_84,[80-84],8,0.31152648,24.98438476
AS,Asia,ISR,Israel,2001,Male,Age85_over,[85+],15,0.3449862,59.54980349
AS,Asia,ISR,Israel,2007,Male,Age75_79,[75-79],7,0.24955437,11.7530516
AS,Asia,ISR,Israel,2001,Female,Age65_69,[65-69],3,0.24650781,2.96217305
AS,Asia,ISR,Israel,2001,Female,Age70_74,[70-74],4,0.20253165,4.26075842
EU,Europe,IRL,Ireland,2012,All,Age60_64,[60-64],37,2.12643678,16.82093434
EU,Europe,IRL,Ireland,2007,Male,Age60_64,[60-64],15,1.43678161,15.63151313
EU,Europe,IRL,Ireland,2007,Male,Age70_74,[70-74],13,0.76067876,22.9519774
EU,Europe,IRL,Ireland,2012,All,Age70_74,[70-74],7,0.25830258,5.27330802
EU,Europe,IRL,Ireland,2012,Male,Age70_74,[70-74],6,0.36407767,9.31228756
EU,Europe,IRL,Ireland,2012,Male,Age80_84,[80-84],1,0.04043672,3.39916381
EU,Europe,IRL,Ireland,2008,Male,Age75_79,[75-79],4,0.18656716,9.56869124
EU,Europe,IRL,Ireland,2008,Male,Age85_over,[85+],1,0.03529827,6.03500302
EU,Europe,IRL,Ireland,2008,Female,Age60_64,[60-64],10,1.57480315,10.12514682
EU,Europe,IRL,Ireland,2008,Female,Age70_74,[70-74],4,0.36866359,6.32081286
EU,Europe,IRL,Ireland,2009,Female,Age75_79,[75-79],0,0,0
EU,Europe,IRL,Ireland,2013,All,Age75_79,[75-79],5,0.1345895,4.7246029
EU,Europe,IRL,Ireland,2013,All,Age85_over,[85+],2,0.02021836,3.22237618
EU,Europe,IRL,Ireland,2013,Male,Age60_64,[60-64],23,2.26377953,20.66357013
EU,Europe,IRL,Ireland,2013,Male,Age85_over,[85+],1,0.02780095,4.97092012
EU,Europe,IRL,Ireland,2011,Male,Age65_69,[65-69],12,0.90634441,14.01689035
EU,Europe,IRL,Ireland,2011,Male,Age75_79,[75-79],6,0.27932961,12.94665976
EU,Europe,IRL,Ireland,2012,Female,Age65_69,[65-69],1,0.11560694,1.09988011
EU,Europe,IRL,Ireland,2012,Female,Age75_79,[75-79],1,0.06238303,1.78740594
EU,Europe,IRL,Ireland,2013,All,Age65_69,[65-69],27,1.1627907,14.25306045
EU,Europe,IRL,Ireland,2009,All,Age70_74,[70-74],10,0.34952814,8.1181351
EU,Europe,IRL,Ireland,2009,All,Age80_84,[80-84],2,0.04022526,3.03656018
EU,Europe,IRL,Ireland,2013,Female,Age80_84,[80-84],1,0.04206984,2.38168957
AS,Asia,ISR,Israel,2001,Female,Age75_79,[75-79],6,0.20533881,7.2374611
AS,Asia,ISR,Israel,2001,Female,Age80_84,[80-84],6,0.19854401,13.71115174
AS,Asia,ISR,Israel,2007,Male,Age60_64,[60-64],13,1.14942529,10.89434165
AS,Asia,ISR,Israel,2007,Male,Age65_69,[65-69],12,0.77619664,13.13111418
AS,Asia,ISR,Israel,2007,Male,Age70_74,[70-74],7,0.31934307,8.97550968
AS,Asia,ISR,Israel,2007,Female,Age60_64,[60-64],2,0.26809651,1.52255668
AS,Asia,ISR,Israel,2007,Female,Age65_69,[65-69],3,0.28818444,2.78184752
AS,Asia,ISR,Israel,2003,All,Age80_84,[80-84],11,0.16923077,11.9478855
AS,Asia,ISR,Israel,2003,All,Age85_over,[85+],16,0.14946287,24.77739063
AS,Asia,ISR,Israel,2008,All,Age60_64,[60-64],16,0.77858881,5.69192458
AS,Asia,ISR,Israel,2008,Female,Age65_69,[65-69],5,0.5186722,4.82192626
AS,Asia,ISR,Israel,2008,Female,Age70_74,[70-74],4,0.23682652,3.92026187
AS,Asia,ISR,Israel,2008,All,Age65_69,[65-69],14,0.59650618,7.27299175
AS,Asia,ISR,Israel,2008,All,Age70_74,[70-74],14,0.37135279,7.64021152
AS,Asia,ISR,Israel,2008,Female,Age75_79,[75-79],3,0.11538462,3.61855595
EU,Europe,IRL,Ireland,2013,Female,Age60_64,[60-64],3,0.45801527,2.6706073
EU,Europe,IRL,Ireland,2013,Female,Age65_69,[65-69],3,0.33557047,3.16208867
EU,Europe,IRL,Ireland,2013,Female,Age70_74,[70-74],5,0.45207957,7.0439401
AS,Asia,ISR,Israel,2008,Female,Age60_64,[60-64],4,0.47961631,2.7127104
AS,Asia,ISR,Israel,2009,All,Age70_74,[70-74],13,0.35259018,6.81952903
AS,Asia,ISR,Israel,2009,All,Age75_79,[75-79],10,0.19766752,6.88705234
AS,Asia,ISR,Israel,2009,All,Age80_84,[80-84],9,0.13517573,8.13426968
AS,Asia,ISR,Israel,2009,All,Age65_69,[65-69],14,0.62977958,7.2285673
AS,Asia,ISR,Israel,2010,All,Age80_84,[80-84],10,0.14541224,8.9342351
EU,Europe,IRL,Ireland,2012,Male,Age75_79,[75-79],9,0.42174321,18.88811937
EU,Europe,IRL,Ireland,2012,Male,Age85_over,[85+],4,0.11422045,20.62812645
EU,Europe,IRL,Ireland,2012,Female,Age70_74,[70-74],1,0.09416196,1.46385022
EU,Europe,IRL,Ireland,2012,Female,Age80_84,[80-84],1,0.04219409,2.40297969
EU,Europe,IRL,Ireland,2008,Male,Age70_74,[70-74],9,0.51843318,15.63993397
EU,Europe,IRL,Ireland,2008,Male,Age80_84,[80-84],1,0.04222973,3.99472696
EU,Europe,IRL,Ireland,2013,All,Age70_74,[70-74],19,0.6749556,13.75256956
EU,Europe,IRL,Ireland,2009,Male,Age85_over,[85+],0,0,0
EU,Europe,IRL,Ireland,2013,Female,Age75_79,[75-79],1,0.06105006,1.75315568
EU,Europe,IRL,Ireland,2013,Female,Age85_over,[85+],1,0.01588562,2.38384705
AS,Asia,ISR,Israel,2000,All,Age70_74,[70-74],18,0.40567951,10.92644077
AS,Asia,ISR,Israel,2000,All,Age80_84,[80-84],9,0.16550202,12.87572068
AS,Asia,ISR,Israel,2001,All,Age85_over,[85+],20,0.19440124,30.33198356
AS,Asia,ISR,Israel,2001,Male,Age60_64,[60-64],16,1.404741,16.28573319
AS,Asia,ISR,Israel,2001,Male,Age70_74,[70-74],13,0.57547587,18.25329964
AS,Asia,ISR,Israel,2002,Male,Age65_69,[65-69],10,0.6116208,11.57186417
AS,Asia,ISR,Israel,2002,Male,Age75_79,[75-79],7,0.24364775,12.23958106
AS,Asia,ISR,Israel,2002,Female,Age60_64,[60-64],5,0.67114094,4.51094581
AS,Asia,ISR,Israel,2002,Female,Age70_74,[70-74],5,0.25458248,5.34430698
AS,Asia,ISR,Israel,2003,All,Age60_64,[60-64],22,1.27020785,10.968493
AS,Asia,ISR,Israel,2003,All,Age70_74,[70-74],19,0.46217465,11.46833984
AS,Asia,ISR,Israel,2007,Male,Age85_over,[85+],10,0.20210186,32.63707572
AS,Asia,ISR,Israel,2007,Female,Age70_74,[70-74],5,0.29308324,5.06945149
